THERMO ALL
 300.000  1000.000  5000.000
H2O(F)            FAKE  O   1H   2          G   200.000  6000.000 1000.00      1
-0.49024904E+05-0.19348955E+01 0.23568130E+01 0.89841299E-02-0.71220632E-05    3
 0.24573008E-08-0.14288548E-12-0.48371971E+05 0.99009035E+01-0.47328105E+05    4
CH4   ANHARMONIC  L 8/88C   1H   40   00   0G   200.000  6000.00  1000.0       1
 0.16354256E+01 0.10084431E-01-0.33692369E-05 0.53497280E-09-0.31552817E-13    2
-0.10005603E+05 0.99936953E+01 0.51498792E+01-0.13671008E-01 0.49180130E-04    3
-0.48474403E-07 0.16669441E-10-0.10246648E+05-0.46413244E+01-0.89722666E+04    4
C2H6      ETHANE  L 5/84C   2H   60   00   0G   300.000  5000.00  1000.0       1
 0.47028847E 01 0.14042635E-01-0.46469377E-05 0.67473738E-09-0.35089312E-13    2
-0.12671988E 05-0.45433950E 01 0.15395260E 01 0.15040841E-01 0.66847115E-05    3
-0.13382948E-07 0.48561398E-11-0.11248766E 05 0.14107375E 02-0.10085085E 05    4
C2H5              T12/91C   2H   5    0    0G   200.000  6000.00  1000.0       1
 0.42878814E+01 0.12433893E-01-0.44139119E-05 0.70654102E-09-0.42035136E-13    2
 0.12056455E+05 0.84602583E+00 0.43058580E+01-0.41833638E-02 0.49707270E-04    3
-0.59905874E-07 0.23048478E-10 0.12841714E+05 0.47100236E+01 0.14271225E+05    4
C2H2              L 8/88C   2H   2    0    0G   200.000  6000.00  1000.0       1
 0.46587047E+01 0.48840949E-02-0.16083563E-05 0.24698787E-09-0.13861505E-13    2
 0.25663218E+05-0.39979074E+01 0.80869108E+00 0.23361395E-01-0.35516636E-04    3
 0.28014566E-07-0.85004459E-11 0.26332764E+05 0.13939671E+02 0.27349778E+05    4
C2H4    ETHYLENE  L 4/85C   2H   4    0    0G   300.000  5000.00  1000.0       1
 0.43985453E 01 0.96228607E-02-0.31663776E-05 0.45747628E-09-0.23659406E-13    2
 0.41153203E 04-0.24627438E 01 0.12176600E 01 0.13002675E-01 0.35037447E-05    3
-0.11155514E-07 0.47203222E-11 0.53373828E 04 0.15480169E 02 0.62902830E 04    4
C2H3              T06/93C   2H   3    0    0G   200.000  6000.00  1000.0       1
 0.47025310E+01 0.72642283E-02-0.25801992E-05 0.41319944E-09-0.24591492E-13    2
 0.34029675E+05-0.14293714E+01 0.30019602E+01 0.30304354E-02 0.24444315E-04    3
-0.35810242E-07 0.15108700E-10 0.34868173E+05 0.93304495E+01 0.36050230E+05    4
C2H               T04/93C   2H   1    0    0G   200.000  6000.00  1000.0       1
 0.36646060E+01 0.38218694E-02-0.13650743E-05 0.21324828E-09-0.12309430E-13    2
 0.64597055E+05 0.39134973E+01 0.29018020E+01 0.13285982E-01-0.28050886E-04    3
 0.28930184E-07-0.10744742E-10 0.64490326E+05 0.61723506E+01 0.65750290E+05    4
NH3  AMONIA       RUS 89N   1H   3    0    0G   200.000  6000.00  1000.0       1
 2.71709692E+00 5.56856338E-03-1.76886396E-06 2.67417260E-10-1.52731419E-14    2
-6.58451989E+03 6.09289837E+00 4.30177808E+00-4.77127330E-03 2.19341619E-05    3
-2.29856489E-08 8.28992268E-12-6.74806394E+03-6.90644393E-01-5.52528050E+03    4
C3H6   PROPYLENE  L 4/85C   3H   6    0    0G   300.000  5000.00  1000.0       1
 0.67213974E 01 0.14931757E-01-0.49652353E-05 0.72510753E-09-0.38001476E-13    2
-0.92453149E 03-0.12155617E 02 0.14575157E 01 0.21142263E-01 0.40468012E-05    3
-0.16319003E-07 0.70475153E-11 0.10740208E 04 0.17399460E 02 0.24557265E 04    4
C3H8     PROPANE  L 4/85C   3H   8    0    0G   300.000  5000.00  1000.0       1
 0.75341368E 01 0.18872239E-01-0.62718491E-05 0.91475649E-09-0.47838069E-13    2
-0.16467516E 05-0.17892349E 02 0.93355381E 00 0.26424579E-01 0.61059727E-05    3
-0.21977499E-07 0.95149253E-11-0.13958520E 05 0.19201691E 02-0.12489986E 05    4
C4H8    1-BUTENE  T 6/83C   4H   8    0    0G   300.000  5000.00  1000.0       1
 0.20535841E+01 0.34350507E-01-0.15883197E-04 0.33089662E-08-0.25361045E-12    2
-0.21397231E+04 0.15556360E+02 0.11811380E+01 0.30853380E-01 0.50865247E-05    3
-0.24654888E-07 0.11110193E-10-0.17904004E+04 0.21075639E+02-0.06494670E+03    4
C6H6    BENZENE   L12/84C   6H   6    0    0G   300.000  5000.00  1000.0       1
 0.11815166E 02 0.19169778E-01-0.65425238E-05 0.98228425E-09-0.53280361E-13    2
 0.40707441E 04-0.43973511E 02-0.32181215E 01 0.47168836E-01-0.21254918E-05    3
-0.34879005E-07 0.18425386E-10 0.89017773E 04 0.36999313E 02 0.99586128E 04    4
C3H4      ALLENE  L 8/89C   3H   4    0    0G   200.000  6000.00  1000.0       1
 0.63168722E+01 0.11133728E-01-0.39629378E-05 0.63564238E-09-0.37875540E-13    2
 0.20117495E+05-0.10995766E+02 0.26130445E+01 0.12122575E-01 0.18539880E-04    3
-0.34525149E-07 0.15335079E-10 0.21541567E+05 0.10226139E+02 0.22962267E+05    4
C4H6    1,3-Bdiene      C   4H   60   00   0G   300.00   3000.00  1000.00      1
 0.7130943E 01  0.2064008E-01 -0.9323906E-05  0.2147307E-08 -0.2061361E-12     2
 0.9612654E 04 -0.1417222E 02 -0.2530900E 01  0.5387969E-01 -0.5173933E-04     3
 0.2510720E-07 -0.4324726E-11  0.1187691E 05  0.3391388E 02  0.1333562E+05     4
H2C4O             120189H   2C   4O   1     G  0300.00   4000.00  1000.00      1
 0.10268878E+02 0.04896164E-01-0.04885080E-05-0.02708566E-08 0.05107013E-12    2
 0.02346902E+06-0.02815985E+03 0.04810971E+02 0.13139988E-01 0.09865073E-05    3
-0.06120720E-07 0.16400028E-11 0.02545803E+06 0.02113424E+02                   4
AR REF ELEMENT    L 6/88AR  1    0    0    0G   200.000  6000.00  1000.0       1
 0.25000000E+01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
-0.74537500E+03 0.43796749E+01 0.25000000E+01 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00-0.74537500E+03 0.43796749E+01 0.00000000E+00    4
N2  REF ELEMENT   RUS 78N   2    0    0    0G   200.000  6000.00  1000.0       1
 0.29525407E+01 0.13968838E-02-0.49262577E-06 0.78600091E-10-0.46074978E-14    2
-0.92393753E+03 0.58718221E+01 0.35309628E+01-0.12365950E-03-0.50299339E-06    3
 0.24352768E-08-0.14087954E-11-0.10469637E+04 0.29674391E+01 0.00000000E+00    4
! ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
! Just added for making safety projects VLMART
! ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
XE REF ELEMENT    L12/91XE  1    0    0    0G   200.000  6000.000 1000.        1  
 2.50005322E+00-1.05136544E-07 6.75326897E-11-1.70944909E-14 1.47681049E-18    2
-7.45394186E+02 6.16412898E+00 2.50000000E+00-8.99141330E-14 2.52196860E-16    3
-2.92186662E-19 1.18949218E-22-7.45375000E+02 6.16441993E+00 0.00000000E+00    4
! 
B2H6                    B   2H   6          G   200.000  6000.000 1000.00      1
 0.61186500E+01 0.14896675E-01-0.55401730E-05 0.91581187E-09-0.55754828E-13    2
 0.11949835E+04-0.12933740E+02 0.32171430E+01 0.13571253E-02 0.52487517E-04    3
-0.62914892E-07 0.22188316E-10 0.30325638E+04 0.73507482E+01                   4
!
C4H10             L 4/85C   4H  10    0    0G   300.000  5000.000 1000.        1  
 0.10525002E 02 0.23590874E-01-0.78538906E-05 0.11456114E-08-0.59930956E-13    2
-0.20495137E 05-0.32192017E 02 0.15764151E 01 0.34589723E-01 0.69701609E-05    3
-0.28163637E-07 0.12375117E-10-0.17147004E 05 0.17872742E 02-0.15126872E 05    4
!
I-C4H10         I-L 4/85C   4H  10    0    0G   300.000  5000.000 1000.        1  
 0.10854125E 02 0.23317061E-01-0.77685427E-05 0.11348074E-08-0.59397203E-13    2
-0.21728570E 05-0.35915939E 02 0.54559016E 00 0.37825324E-01 0.56197796E-05    3
-0.30570963E-07 0.14058456E-10-0.18034047E 05 0.21129608E 02-0.16193704E 05    4
!
H2S               RUS 89H   2S   1    0    0G   200.000  6000.000 1000.        1  
 0.29770813E+01 0.36005325E-02-0.12328487E-05 0.19692654E-09-0.11677327E-13    2
-0.35155970E+04 0.67868340E+01 0.41194112E+01-0.18771599E-02 0.82066045E-05    3
-0.70594243E-08 0.21405829E-11-0.36819294E+04 0.15345832E+01-0.24775964E+04    4
!
SIH2CL2                 SI  1CL  2H   2     G   300.000  5000.000 1000.00      1
 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
-0.41243215E+05-0.78754134E+01 0.00000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00-0.41243215E+05-0.78754134E+01                   4
!
END
END
END
END


